Sigle,Domaine,Définition,Info supplémentaire
"Anoxie 
Azote",Sécurité,"Anoxie  Azote : Diminution ou suppression de l'oxygène délivré au niveau des tissus. Elle entraîne des altérations cellulaires plus ou moins grave. 
Risque Anoxie Azote cas particulier : 
Le risque d'anoxie provient d'une teneur en oxygène insuffisante, sous oxygénation qui peut être liée à une émission accidentelle d'azote. 
En fonctionnement normal : 
- les circuits sont intègres, 
- pas d'émission d'azote dans les locaux possédant des matériels ou organes sous azotes (vannes, capacités, tuyauteries),
- ces locaux sont ventilés  (DVN, DVK, DVW, DVL, etc....).",
AnP,Divers,"Anp : Analyse Parc. Ces analyses sont engagées, sur décision du comité REX, dans le cadre du retour d'expérience, 21 analyses Parc ont été ouvertes en 1996 contre 17 en 1995 (cf. note Bilan Annuel du REX événementiel, note D4002-36.02-24070/97, EPN/DCP), EDF.",
ANRRA,Fonctionnement,ANRRA : Arrêt Normal sur RRA.,
ANS,Sigles US,ANS : American Norme Safety.,
ANS,Sigles US,"ANS : American Nuclear Society (USA). International Scientific and Educational Organization. Objectives : advancement of American Norme Safety. Engineering and science related to nuclear science and technology.American Nuclear Society, USA, 555 North Kensington Avenue, La Grange Park, Illinois 60326,  elle compte 13100 membres individuels et 104 organisations, elle comporte 18 divisions professionnelles et 61 sections locales dans le monde entier, (Adresse internet: http://www.ans.org), (cf. Nuclear Europe Worldscan, n°7-8, juillet-août 97).",
ANSN,Sigles US,ANSN : Asian Nuclear Safety Network. Administration Nationale pour la sureté nucléaire (Autorité de sûreté nucléaire de la république Populaire de Chine).,
ANSI,Sigles US,ANSI : American National Standard Institute (USA).,
ANT,Sigles US,ANT : Auxiliary Normal Transformer.,
ANTHALPY,Divers,ANTHALPY : Base européenne de données thermodynamiques du corium.,
Anthropogammamétrie,RP,"L’anthropogammamétrie  : permet de détecter la présence de radionucléides émetteurs _ d’au moins quelques dizaines de KeV dans l’organisme
L'anthropogammamétrie est effectuée : 
· - à l'entrée dans le site, pour valider l'accès à la Zone Contrôlée ZC (zone nucléaire), vérifier l'aptitude médicale du salarié et avoir un point 0,
· - à la sortie pour vérifier l'absence de contamination, 
· - à la visite médicale d'aptitude pour faire un point et valider l'accès en ZC
· - en cas d'incident : déclenchement de portique de sortie de ZC, de portique de sortie de site nucléaire, d'accident en ZC, évacuation du Bâtiment Réacteur.... 
· - pour évaluer la contamination suite à un examen de médecine nucléaire : scintigraphie ; ou à un traitement radioactif : irrathérapie thyroïdienne...",
Anticorrosion,Matériels,Anti- corrosion (additif) : Protège les métaux contre une attaque chimique.,
Anti-méthodique,Physique,Anti-méthodique ⇒ écoulement des 2 fluides parallèles et dans le même sens.,
Anti-mousse,Matériels,Anti- mousse (additif) : Provoque la désintégration accélérée des bulles d'air.,
Anti-oxydation,Matériels,Anti- oxydation (additif) : Prévient le vieillissement d'une huile. Ceci prolonge la vie du lubrifiant et empêche la formation de dépôts.,
Anti-réactivité,,"Anti - Réactivité :  Baisse de réactivité provoquée soit par des dispositifs conçus à cet effet, soit par des phénomènes physiques.
Note : Les barres de commande (dispositifs) ou les variations de températures (phénomènes), par exemple, peuvent provoquer de l’antiréactivité.
Équivalent étranger : deficit reactivity, negative reactivity.",
Anti-tartre Organique (ATO),Fonctionnement,"Anti Tartre Organique :
Pour les sites dont les caractéristiques de l'eau en circuit fermé (aèroréfrigérants) sont naturellement entartrantes :
- selon sa composition, pour éviter la formation de tartre sur les tubes du condenseur et sur les corps d'échanges des aéroréfrigérants on traite :
     ° produits dispersants comme des antitartre organiques (ATO)  les sites de NO, GF, BV, BU.
- des quantités importantes, 
- injection en amont du condenseur pilotée par un automate.",
Anti-réactivité,Neutronique,"anti-réactivité neutronique : baisse de la réactivité provoquée par des dispositifs conçus à cet effet – par exemple, des barres d’absorbant – ou par des phénomènes physiques.",
Anti-réactivité,Fonctionnement,"anti-réactivité neutronique : baisse de la réactivité provoquée par des dispositifs conçus à cet effet – par exemple, des barres d’absorbant – ou par des phénomènes physiques.",
Anti-Vortex,Divers,"Anti-Vortex  : Dispositif (aubage directeur, croisillon, nervure) destiné à éviter au maximum la rotation du fluide à l'aspiration d'une pompe.",
AO,Qualité,AO : Appel d'Offre.,
AO,Sygma,AO : Anode (bigramme sygma),
AO,Sigles US,AO : Abnormal Occurrence - Evènement anormal.,
AO,Sigles US,"AO : Axial Offset - déséquilibre axial de puissance. Caractérise la forme du flux neutronique. Voir aussi delta(I).Axial Offset, déséquilibre axial (de puissance), déformation axiale de flux neutronique dans le coeur.
 AO = (Puissance haut cœur ‐Puissance bas cœur)/(Puissance haut cœur + Puissance bas cœur). 
Elle s''exprime en %.",
AOA,Sigles US,AOA : Axial Of Area.,
AOC,RP,AOC : Axial Of Area.,
AOE,Sécurité,AOE : Aire de l'Outillage Contaminé.,
AOO,Pseudo-système,AOO : Essais d'ensemble du poste d'eau.,
AOTDC,Divers,AOTDC : Autorisation d’Occupation Temporaire de Domaine Concédé.,
AOP,Sigles US,"AOP : Abnormal Operating Procedure, Procédure d'exploitation dans des conditions anormales.",
AOPA,Fonctionnement,"AOPA : Aide Opérateur en situation Post-Accidentelle - 
Système d'aide à l'application des procédures incidentelles et accidentelles pour les tranches 1300 MW, couplé au système d'acquisition des données (système KIT) il fournit une synthèse des paramètres importants pour l'application des procédures et la conduite de l'installation, il permet aussi de diagnostiquer rapidement la disponibilité des systèmes importants pour la sûreté : isolement de l'enceinte, systèmes de sauvegarde, alimentations électriques...",
AOQL,Sigles US,"AORS : Abnormal Occurrences Reporting System, système de notification des incidents de réacteurs (CCE, CCR Ispra).",
AORS,Sigles US,AOQL : Average Out Going Quality Limit - Limite de la qualité moyenne après contrôle.,
AOV,Sigles US,AOV : Air Operate Valve  - Vanne à commande pneumatique.,
AOX,Divers,"AOX : Organohalogénés absorbables sur charbon actif - adsorbable organically halogen : composés organohalogénés absorbables (sur charbon actif).  
Molécules organiques halogénées (F, Cl, Br, I) adsorbables sur charbon actif.
Dans l'eau, la valeur est une concentration des atomes de chlore donnée en mg/l. (paramètre qualitatif)",
AP,Divers,AP : Affaire Parc.,
AP,Matériels,AP  : Appareil à pression.,
AP,Sygma,AP  : Alternateur (bigramme sygma),
AP,Fonctionnement,AP  : Augmentation de puissance.,
AP 913,Fonctionnement,"AP913  : Advanced Process numéro 913 : méthodologie de fiabilisation du matériel - Fiabilité Composants et Systèmes"" gérée par les ingénieurs Composants et Systèmes de l'UNIE.
C'est un processus d'amélioration continue de la fiabilité des équipements. L'état de santé des composant est consultable dans le système d'informations AP 913. L'AP 913 (ou « Advanced Process 913 ») est une méthodologie formalisée par  l'INPO - Institute of Nuclear Power Operations - mise en œuvre aux Etats-Unis en 2001, qui est basée, d'une part, sur une optimisation de la maintenance préventive et des diagnostics et, d'autre part, sur une surveillance renforcée des systèmes et des composants visant à anticiper les défaillances.  Les efforts  sont concentrés sur les composants et les systèmes qui, en cas d'aléas techniques, peuvent avoir un impact sur la sûreté et la disponibilité. Dans une logique d'amélioration de la disponibilité de ses centrales, la Division Production Nucléaire (DPN) a décidé de transposer cette méthodologie à son parc nucléaire en 2008. L'objectif est de réduire le nombre d'arrêts fortuits en anticipant les défaillances matérielles et en harmonisant les programmes de maintenance et de surveillance des installations.",
AP 928,Fonctionnement,AP928  : Advanced Process 928 :  méthodologie américaine pour l'organisation des travaux en TEM.,
AP600,Filière,"AP600 : Advanced Pressurized reactor - Réacteur 600 MW de Westinghouse, 2 boucles, 4 GMPP, enceinte métallique refroidie par de l'eau sur sa face externe.",
AP1000 Caractéristiques,Filière,"Caractéristiques :   
Réacteur à eau pressurisée (2 boucles)
  Puissance : 1117 MWe (net)
  Circuits de sauvegarde passifs 2 trains mécaniques de sauvegarde
  4 trains électriques de sauvegarde
  Dispositions accidents graves à la conception
  Pression: 155 bars
  Nombre d’assemblages: 157
  Puissance linéique moyenne : 187w/cm
  Températures Coeur: E : 279°C S : 324°C
Caractéristiques sûreté
Délai de grâce opérateurs (accidents de design) : 72 heures, 7 jours avec opérations simples.
Faible poids de la Perte Totale des Sources Electriques dans le risque.
Redondance fonctionnelle importante (actifs - passifs).
Viabilité physique prouvée sur programme d’essais.
Confinement scellé en cas d’accident.
Accidents Graves: rétention du corium en cuve.
Accidents Graves: Mesures de protection limitées au site.
Approche passive poussée à l’extrême (Habitabilité S.D.C. en cas d’accident de design).
Conception du confinement : coque métallique unique, confinement double au niveau des traversées seulement.
Licenciabilité en France à effectuer.",
AP1000 Schéma,Filière,"AP1000 Schéma : 
Aspects industriels
Composants standards aux USA : Pompes à rotor noyé, GV de très grande taille (Technologie W-CE).
Capacité transposable en France.
Modularisation : capacité existante dans chantiers navals.",
AP 1300,Divers,AP 1300 : Augmentation de puissance du 1300.,
APA,Syst.fonct.,APA : Eau alimentaire moto pompe alimentaire (EPR).(Motor driven feedwater pump system).,
APA,RP,APA : Appareil de Prélèvement Atmosphérique.,
APA,Informatique,APA : Administrateur d'Application ou de Produit Applicatif.,
APA,Divers,APA : Avant Projet Affiné.,
Apatites,Divers,"Apatites  : Composés naturels à base de phosphates de calcium qui possèdent de fortes propriétés de piégeage pour des éléments migrants avec l'eau (uranium. métaux divers, etc ...).",
APAVE,Officiel,APAVE : Association des Propriétaires d'Appareils à Vapeur et Electriques.,
APC,Sigles US,APC : AirPlane Crash = écrasement d'avion.,
APD,Divers,APD : Avant Projet Définitif.,
APD,Divers,APD : Avant Projet Détaillé,
APD,Sigles US,"APDA: Atomic Power Development Associates, USA.",
APD,Sigles US,APD : Air Particulate Detector - Détecteur de particules dans l'air.,
APDMS,Sigles US,APDMS : Axial Power Distribution Monitoring System - Système de surveillance de la distribution axiale de puissance.,
APDP,Fonctionnement,APDP : Accident de Perte de Débit Primaire.,
APE,Fonctionnement,"APE : Approche Par Etat - (N4, P4, CP)
- Prévention (Conception, choix des matériaux, qualité, conditions d'exploitations)
- Surveillance (dépassement des seuils)
- Action à faire pour une situation normale 
Approche par états (approche de gestion des accidents ), les actions de l'opérateur sont déduites de la seule connaissance de l'état des systèmes , des paramètres du cœur, des matériels de sauvegardes, etc...
Indépendamment des états antérieurs et des procédures préétablies qui ne peuvent prendre en compte toutes les possibilités de déroulement de l'accident. Cette approche a commencé à être mise en œuvre en 1989, elle permet de s'adapter à toute situation non prévue dans les procédures classiques de gestion des accidents, un logiciel réalisé en 1994 (SCOOP) permet de simuler le comportement des opérateurs dont les réactions sont basées sur l'approche par états.",
